"Title","Country","Longitude","Latitude"
"Lassie","Ireland",-8,53
"Lassie","UK",-2.69531,54.75844
"The Protector","Thailand",100,15
"The Protector","Hong Kong",114.1577,22.28552
"Tristan + Isolde","UK",-2.69531,54.75844
"Tristan + Isolde","Germany",10.5,51.5
"Tristan + Isolde","Czech Republic",15,49.75
"The Pink Panther","Czech Republic",15,49.75
"Firewall","Australia",135,-25
"Final Destination 3","Germany",10.5,51.5
"Final Destination 3","Canada",-113.64258,60.10867
"Date Movie","Switzerland",8.01427,47.00016
"Doogal","UK",-2.69531,54.75844
"Doogal","France",2,46
"Running Scared","Germany",10.5,51.5
"Deep Sea","Canada",-113.64258,60.10867
"16 Blocks","Germany",10.5,51.5
"Aquamarine","Australia",135,-25
"The Hills Have Eyes","France",2,46
"Find Me Guilty","Germany",10.5,51.5
"Slither","Canada",-113.64258,60.10867
"Basic Instinct 2","UK",-2.69531,54.75844
"Basic Instinct 2","Germany",10.5,51.5
"Basic Instinct 2","Spain",-4,40
"Ask the Dust","Germany",10.5,51.5
"The Wild","Canada",-113.64258,60.10867
"Silent Hill","Canada",-113.64258,60.10867
"Silent Hill","France",2,46
"Silent Hill","Japan",139.75309,35.68536
"RV","UK",-2.69531,54.75844
"RV","Germany",10.5,51.5
"Stick It","Germany",10.5,51.5
"United 93","France",2,46
"United 93","UK",-2.69531,54.75844
"Mission: Impossible III","Germany",10.5,51.5
"Mission: Impossible III","China",105,35
"The Da Vinci Code","Malta",14.43333,35.91667
"The Da Vinci Code","France",2,46
"The Da Vinci Code","UK",-2.69531,54.75844
"X-Men: The Last Stand","Canada",-113.64258,60.10867
"X-Men: The Last Stand","UK",-2.69531,54.75844
"Garfield 2","UK",-2.69531,54.75844
"The Lake House","Australia",135,-25
"Nacho Libre","Germany",10.5,51.5
"Peaceful Warrior","Germany",10.5,51.5
"The Devil Wears Prada","France",2,46
"Littleman","Canada",-113.64258,60.10867
"Miami Vice","Germany",10.5,51.5
"Miami Vice","Paraguay",-57.99639,-22.99333
"Miami Vice","Uruguay",-56,-33
"Scoop","UK",-2.69531,54.75844
"John Tucker Must Die","Canada",-113.64258,60.10867
"Barnyard","Germany",10.5,51.5
"Barnyard","Netherlands",5.75,52.5
"Snakes on a Plane","Germany",10.5,51.5
"Snakes on a Plane","Canada",-113.64258,60.10867
"Beerfest","Australia",135,-25
"The Illusionist","Czech Republic",15,49.75
"Everyone's Hero","Canada",-113.64258,60.10867
"The Black Dahlia","Germany",10.5,51.5
"The Black Dahlia","France",2,46
"Flyboys","UK",-2.69531,54.75844
"The Departed","Hong Kong",114.1577,22.28552
"Alex Rider: Operation Stormbreaker","Germany",10.5,51.5
"Alex Rider: Operation Stormbreaker","UK",-2.69531,54.75844
"The Grudge 2","Japan",139.75309,35.68536
"O Jerusalem","France",2,46
"O Jerusalem","UK",-2.69531,54.75844
"O Jerusalem","Italy",12.83333,42.83333
"O Jerusalem","Greece",22,39
"O Jerusalem","Israel",34.75,31.5
"Flicka","UK",-2.69531,54.75844
"The Prestige","UK",-2.69531,54.75844
"Marie Antoinette","France",2,46
"Marie Antoinette","Japan",139.75309,35.68536
"Lonely Hearts","Germany",10.5,51.5
"Saw III","Canada",-113.64258,60.10867
"Catch a Fire","France",2,46
"Catch a Fire","UK",-2.69531,54.75844
"Catch a Fire","South Africa",24,-29
"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","UK",-2.69531,54.75844
"Flushed Away","UK",-2.69531,54.75844
"Babel","France",2,46
"Babel","Mexico",-102,23
"Breaking and Entering","UK",-2.69531,54.75844
"A Good Year","UK",-2.69531,54.75844
"Goya's Ghosts","Spain",-4,40
"Fast Food Nation","UK",-2.69531,54.75844
"Happy Feet","Australia",135,-25
"The Queen","UK",-2.69531,54.75844
"The Queen","France",2,46
"The Queen","Italy",12.83333,42.83333
"Casino Royale","UK",-2.69531,54.75844
"Casino Royale","Czech Republic",15,49.75
"Casino Royale","Germany",10.5,51.5
"Casino Royale","Bahamas",-77.37122,25.04082
"The Fountain","Canada",-113.64258,60.10867
"Tenacious D in The Pick of Destiny","Germany",10.5,51.5
"Deja Vu","UK",-2.69531,54.75844
"Blood Diamond","Germany",10.5,51.5
"Charlotte's Web","Germany",10.5,51.5
"Night at the Museum","UK",-2.69531,54.75844
"Thr3e","Poland",20,52
"Thr3e","UK",-2.69531,54.75844
"Children of Men","UK",-2.69531,54.75844
"Happily N'Ever After","Germany",10.5,51.5
"Alpha Dog","Germany",10.5,51.5
"Pan's Labyrinth","Spain",-4,40
"Pan's Labyrinth","Mexico",-102,23
"The Painted Veil","China",105,35
"The Painted Veil","Canada",-113.64258,60.10867
"Smokin' Aces","UK",-2.69531,54.75844
"Smokin' Aces","France",2,46
"The Bridge","UK",-2.69531,54.75844
"Amazing Grace","UK",-2.69531,54.75844
"Copying Beethoven","Germany",10.5,51.5
"Copying Beethoven","Hungary",20,47
"Miss Potter","UK",-2.69531,54.75844
"Miss Potter","Isle of Man",-4.5,54.25
"Starter for 10","UK",-2.69531,54.75844
"First Snow","Germany",10.5,51.5
"The Namesake","India",77,20
"Bug","Germany",10.5,51.5
"Away from Her","Canada",-113.64258,60.10867
"Away from Her","UK",-2.69531,54.75844
"DOA: Dead or Alive","Germany",10.5,51.5
"DOA: Dead or Alive","UK",-2.69531,54.75844
"Rescue Dawn","Luxembourg",6.16667,49.75
"Skinwalkers","Canada",-113.64258,60.10867
"Skinwalkers","Germany",10.5,51.5
"Fay Grim","Germany",10.5,51.5
"Fay Grim","France",2,46
"Bella","Mexico",-102,23
"Southland Tales","France",2,46
"Southland Tales","Germany",10.5,51.5
"Penelope","UK",-2.69531,54.75844
"The Fall","India",77,20
"Civic Duty","UK",-2.69531,54.75844
"Civic Duty","Canada",-113.64258,60.10867
"Freedom Writers","Germany",10.5,51.5
"Blood and Chocolate","UK",-2.69531,54.75844
"Blood and Chocolate","Germany",10.5,51.5
"Blood and Chocolate","Romania",25,46
"Ghost Rider","Australia",135,-25
"Bridge to Terabithia","New Zealand",174,-42
"The Number 23","Germany",10.5,51.5
"TMNT","Hong Kong",114.1577,22.28552
"Pride","Germany",10.5,51.5
"Firehouse Dog","Canada",-113.64258,60.10867
"Are We Done Yet?","Canada",-113.64258,60.10867
"Fracture","Germany",10.5,51.5
"Hot Fuzz","UK",-2.69531,54.75844
"Hot Fuzz","France",2,46
"The Invisible","Canada",-113.64258,60.10867
"Lucky You","Germany",10.5,51.5
"Lucky You","Australia",135,-25
"Interview","Canada",-113.64258,60.10867
"Interview","Netherlands",5.75,52.5
"Fantastic 4: Rise of the Silver Surfer","Germany",10.5,51.5
"Fantastic 4: Rise of the Silver Surfer","UK",-2.69531,54.75844
"A Mighty Heart","UK",-2.69531,54.75844
"Live Free or Die Hard","UK",-2.69531,54.75844
"Evening","Germany",10.5,51.5
"License to Wed","Australia",135,-25
"Harry Potter and the Order of the Phoenix","UK",-2.69531,54.75844
"Captivity","Russia",100,60
"Hairspray","UK",-2.69531,54.75844
"No Reservations","Australia",135,-25
"The Bourne Ultimatum","Germany",10.5,51.5
"Rush Hour 3","Germany",10.5,51.5
"Stardust","UK",-2.69531,54.75844
"Stardust","Iceland",-18,65
"The Walker","UK",-2.69531,54.75844
"The Invasion","Australia",135,-25
"September Dawn","Canada",-113.64258,60.10867
"The Brave One","Australia",135,-25
"The Hunting Party","Croatia",15.5,45.16667
"The Hunting Party","Bosnia and Herzegovina",17.83333,44.25
"Eastern Promises","UK",-2.69531,54.75844
"Eastern Promises","Canada",-113.64258,60.10867
"Good Luck Chuck","Canada",-113.64258,60.10867
"Resident Evil: Extinction","France",2,46
"Resident Evil: Extinction","Australia",135,-25
"Resident Evil: Extinction","Germany",10.5,51.5
"Resident Evil: Extinction","UK",-2.69531,54.75844
"The Kingdom","Germany",10.5,51.5
"Control","UK",-2.69531,54.75844
"Control","Australia",135,-25
"Control","Japan",139.75309,35.68536
"Elizabeth: The Golden Age","UK",-2.69531,54.75844
"Elizabeth: The Golden Age","France",2,46
"Elizabeth: The Golden Age","Germany",10.5,51.5
"Across the Universe","UK",-2.69531,54.75844
"Trade","Germany",10.5,51.5
"30 Days of Night","New Zealand",174,-42
"The Assassination of Jesse James by the Coward Robert Ford","Canada",-113.64258,60.10867
"The Assassination of Jesse James by the Coward Robert Ford","UK",-2.69531,54.75844
"Things We Lost in the Fire","UK",-2.69531,54.75844
"Things We Lost in the Fire","Canada",-113.64258,60.10867
"Paranoid Park","France",2,46
"Youth Without Youth","Romania",25,46
"Youth Without Youth","France",2,46
"Youth Without Youth","Italy",12.83333,42.83333
"Youth Without Youth","Germany",10.5,51.5
"Saw IV","Canada",-113.64258,60.10867
"American Gangster","UK",-2.69531,54.75844
"In the Shadow of the Moon","UK",-2.69531,54.75844
"Lars and the Real Girl","Canada",-113.64258,60.10867
"Bee Movie","Australia",135,-25
"Mr. Magorium's Wonder Emporium","Canada",-113.64258,60.10867
"Redacted","Canada",-113.64258,60.10867
"Sleuth","UK",-2.69531,54.75844
"The Golden Compass","UK",-2.69531,54.75844
"I'm Not There.","Germany",10.5,51.5
"I'm Not There.","Canada",-113.64258,60.10867
"Sweeney Todd: The Demon Barber of Fleet Street","UK",-2.69531,54.75844
"Charlie Wilson's War","Germany",10.5,51.5
"Atonement","UK",-2.69531,54.75844
"Atonement","France",2,46
"The Kite Runner","China",105,35
"In the Name of the King: A Dungeon Siege Tale","Germany",10.5,51.5
"In the Name of the King: A Dungeon Siege Tale","Canada",-113.64258,60.10867
"Cassandra's Dream","UK",-2.69531,54.75844
"Cassandra's Dream","France",2,46
"How She Move","Canada",-113.64258,60.10867
"How She Move","France",2,46
"The Diving Bell and the Butterfly","France",2,46
"Persepolis","France",2,46
"The Band's Visit","Israel",34.75,31.5
"The Band's Visit","France",2,46
"Married Life","Canada",-113.64258,60.10867
"Run, Fatboy, Run","UK",-2.69531,54.75844
"Funny Games","France",2,46
"Funny Games","UK",-2.69531,54.75844
"Funny Games","Austria",13.33333,47.33333
"Funny Games","Germany",10.5,51.5
"Funny Games","Italy",12.83333,42.83333
"Under the Same Moon","Mexico",-102,23
"88 Minutes","Germany",10.5,51.5
"88 Minutes","Canada",-113.64258,60.10867
"Then She Found Me","UK",-2.69531,54.75844
"Broken English","France",2,46
"Broken English","Japan",139.75309,35.68536
"Earth","UK",-2.69531,54.75844
"Earth","Germany",10.5,51.5
"One Missed Call","Japan",139.75309,35.68536
"One Missed Call","Germany",10.5,51.5
"Rambo","Germany",10.5,51.5
"The Eye","Canada",-113.64258,60.10867
"Definitely, Maybe","Germany",10.5,51.5
"Definitely, Maybe","UK",-2.69531,54.75844
"Definitely, Maybe","France",2,46
"Jumper","Canada",-113.64258,60.10867
"Be Kind Rewind","UK",-2.69531,54.75844
"Be Kind Rewind","France",2,46
"In Bruges","UK",-2.69531,54.75844
"The Other Boleyn Girl","UK",-2.69531,54.75844
"10,000 BC","South Africa",24,-29
"Miss Pettigrew Lives for a Day","UK",-2.69531,54.75844
"The Bank Job","UK",-2.69531,54.75844
"The Bank Job","Australia",135,-25
"Doomsday","UK",-2.69531,54.75844
"Doomsday","South Africa",24,-29
"Doomsday","Germany",10.5,51.5
"Leatherheads","Germany",10.5,51.5
"The Ruins","Germany",10.5,51.5
"The Ruins","Australia",135,-25
"Prom Night","Canada",-113.64258,60.10867
"The Forbidden Kingdom","China",105,35
"Made of Honor","UK",-2.69531,54.75844
"Where in the World Is Osama Bin Laden?","France",2,46
"Speed Racer","Australia",135,-25
"Speed Racer","Germany",10.5,51.5
"The Chronicles of Narnia: Prince Caspian","Poland",20,52
"The Chronicles of Narnia: Prince Caspian","Slovenia",15.16667,46.25
"The Chronicles of Narnia: Prince Caspian","Czech Republic",15,49.75
"Waltz with Bashir","Israel",34.75,31.5
"Waltz with Bashir","France",2,46
"Waltz with Bashir","Germany",10.5,51.5
"Waltz with Bashir","Finland",26,64
"Waltz with Bashir","Switzerland",8.01427,47.00016
"Waltz with Bashir","Belgium",4,50.83333
"Waltz with Bashir","Australia",135,-25
"The Children of Huang Shi","Australia",135,-25
"The Children of Huang Shi","China",105,35
"The Children of Huang Shi","Germany",10.5,51.5
"The Happening","India",77,20
"The Love Guru","UK",-2.69531,54.75844
"The Love Guru","Germany",10.5,51.5
"Wanted","Germany",10.5,51.5
"Kit Kittredge: An American Girl","Canada",-113.64258,60.10867
"Outlander","Germany",10.5,51.5
"Outlander","France",2,46
"Hellboy II: The Golden Army","Germany",10.5,51.5
"Mamma Mia!","UK",-2.69531,54.75844
"Mamma Mia!","Germany",10.5,51.5
"The Dark Knight","UK",-2.69531,54.75844
"The X Files: I Want to Believe","Canada",-113.64258,60.10867
"The Wackness","UK",-2.69531,54.75844
"The Mummy: Tomb of the Dragon Emperor","China",105,35
"The Mummy: Tomb of the Dragon Emperor","Germany",10.5,51.5
"The Mummy: Tomb of the Dragon Emperor","Canada",-113.64258,60.10867
"The Sisterhood of the Traveling Pants 2","Greece",22,39
"Tropic Thunder","UK",-2.69531,54.75844
"Tropic Thunder","Germany",10.5,51.5
"Mirrors","Romania",25,46
"Mirrors","Germany",10.5,51.5
"Mirrors","Spain",-4,40
"Mirrors","France",2,46
"Vicky Cristina Barcelona","Spain",-4,40
"Death Race","Germany",10.5,51.5
"Death Race","UK",-2.69531,54.75844
"Man on Wire","UK",-2.69531,54.75844
"Fly Me to the Moon 3D","Belgium",4,50.83333
"Burn After Reading","UK",-2.69531,54.75844
"Burn After Reading","France",2,46
"Igor","France",2,46
"Eagle Eye","Germany",10.5,51.5
"Miracle at St. Anna","Italy",12.83333,42.83333
"Nights in Rodanthe","Australia",135,-25
"Flash of Genius","Canada",-113.64258,60.10867
"The Express","Germany",10.5,51.5
"Body of Lies","UK",-2.69531,54.75844
"The Duchess","UK",-2.69531,54.75844
"The Duchess","Italy",12.83333,42.83333
"The Duchess","France",2,46
"W.","Australia",135,-25
"W.","Hong Kong",114.1577,22.28552
"W.","Switzerland",8.01427,47.00016
"W.","China",105,35
"Max Payne","Canada",-113.64258,60.10867
"Pride and Glory","Germany",10.5,51.5
"Passengers","Canada",-113.64258,60.10867
"Saw V","Canada",-113.64258,60.10867
"Noah's Arc: Jumping the Broom","Canada",-113.64258,60.10867
"Roadside Romeo","India",77,20
"RocknRolla","UK",-2.69531,54.75844
"RocknRolla","France",2,46
"Role Models","Germany",10.5,51.5
"Quantum of Solace","UK",-2.69531,54.75844
"Transporter 3","France",2,46
"Transporter 3","UK",-2.69531,54.75844
"The Boy in the Striped Pajamas","UK",-2.69531,54.75844
"Four Christmases","Germany",10.5,51.5
"Australia","Australia",135,-25
"Australia","UK",-2.69531,54.75844
"Punisher: War Zone","Canada",-113.64258,60.10867
"Punisher: War Zone","Germany",10.5,51.5
"Sleep Dealer","Mexico",-102,23
"The Day the Earth Stood Still","Canada",-113.64258,60.10867
"Yes Man","Australia",135,-25
"The Tale of Despereaux","UK",-2.69531,54.75844
"Free Style","Canada",-113.64258,60.10867
"Free Style","Germany",10.5,51.5
"Valkyrie","Germany",10.5,51.5
"Slumdog Millionaire","UK",-2.69531,54.75844
"Gran Torino","Germany",10.5,51.5
"Inkheart","Germany",10.5,51.5
"Inkheart","UK",-2.69531,54.75844
"Revolutionary Road","UK",-2.69531,54.75844
"Frost/Nixon","UK",-2.69531,54.75844
"Frost/Nixon","France",2,46
"The Wrestler","France",2,46
"The Reader","Germany",10.5,51.5
"The Other End of the Line","UK",-2.69531,54.75844
"The Other End of the Line","India",77,20
"Two Lovers","France",2,46
"Sugar","Dominican Republic",-70.66667,19
"Tyson","France",2,46
"Rudo y Cursi","Mexico",-102,23
"The Burning Plain","Argentina",-64,-34
"Me and Orson Welles","UK",-2.69531,54.75844
"Me and Orson Welles","Isle of Man",-4.5,54.25
"Youssou Ndour: I Bring What I Love","Senegal",-14,14
"Youssou Ndour: I Bring What I Love","France",2,46
"Youssou Ndour: I Bring What I Love","Egypt",30,27
"Alien Trespass","Canada",-113.64258,60.10867
"Chandni Chowk to China","India",77,20
"Hotel for Dogs","Germany",10.5,51.5
"Underworld: Rise of the Lycans","New Zealand",174,-42
"New in Town","Canada",-113.64258,60.10867
"The Uninvited","Canada",-113.64258,60.10867
"The Uninvited","Germany",10.5,51.5
"He's Just Not That Into You","Germany",10.5,51.5
"He's Just Not That Into You","Netherlands",5.75,52.5
"Push","Canada",-113.64258,60.10867
"The International","Germany",10.5,51.5
"The International","UK",-2.69531,54.75844
"Under the Sea 3D","Canada",-113.64258,60.10867
"Street Fighter: The Legend of Chun-Li","Canada",-113.64258,60.10867
"Street Fighter: The Legend of Chun-Li","India",77,20
"Street Fighter: The Legend of Chun-Li","Japan",139.75309,35.68536
"Duplicity","Germany",10.5,51.5
"Knowing","UK",-2.69531,54.75844
"Knowing","Australia",135,-25
"The Haunting in Connecticut","Canada",-113.64258,60.10867
"Dragonball: Evolution","Hong Kong",114.1577,22.28552
"Dragonball: Evolution","UK",-2.69531,54.75844
"Sin Nombre","Mexico",-102,23
"State of Play","UK",-2.69531,54.75844
"State of Play","France",2,46
"The Soloist","UK",-2.69531,54.75844
"The Soloist","France",2,46
"X-Men Origins: Wolverine","UK",-2.69531,54.75844
"Star Trek","Germany",10.5,51.5
"Angels & Demons","Italy",12.83333,42.83333
"Terminator Salvation","Germany",10.5,51.5
"Terminator Salvation","UK",-2.69531,54.75844
"Terminator Salvation","Italy",12.83333,42.83333
"Night at the Museum: Battle of the Smithsonian","Canada",-113.64258,60.10867
"My Life in Ruins","Spain",-4,40
"The Hangover","Germany",10.5,51.5
"The Taking of Pelham 1 2 3","UK",-2.69531,54.75844
"Imagine That","Germany",10.5,51.5
"Amreeka","United Arab Emirates",54,24
"Amreeka","Canada",-113.64258,60.10867
"Amreeka","Kuwait",47.75,29.5
"Amreeka","Jordan",36,31
"Away We Go","UK",-2.69531,54.75844
"Tetro","Argentina",-64,-34
"Tetro","Spain",-4,40
"Tetro","Italy",12.83333,42.83333
"Public Enemies","Japan",139.75309,35.68536
"Whatever Works","France",2,46
"I Love You, Beth Cooper","Canada",-113.64258,60.10867
"Harry Potter and the Half-Blood Prince","UK",-2.69531,54.75844
"Orphan","Canada",-113.64258,60.10867
"Orphan","Germany",10.5,51.5
"Orphan","France",2,46
"Aliens in the Attic","Canada",-113.64258,60.10867
"G.I. Joe: The Rise of Cobra","Czech Republic",15,49.75
"District 9","New Zealand",174,-42
"District 9","Canada",-113.64258,60.10867
"District 9","South Africa",24,-29
"Shorts","United Arab Emirates",54,24
"Inglourious Basterds","Germany",10.5,51.5
"Whiteout","Canada",-113.64258,60.10867
"Whiteout","France",2,46
"Whiteout","Turkey",34.91155,39.05901
"Love Happens","Canada",-113.64258,60.10867
"Love Happens","UK",-2.69531,54.75844
"The Limits of Control","Japan",139.75309,35.68536
"Where the Wild Things Are","Germany",10.5,51.5
"Where the Wild Things Are","Australia",135,-25
"Amelia","Canada",-113.64258,60.10867
"Astro Boy","Hong Kong",114.1577,22.28552
"Astro Boy","Japan",139.75309,35.68536
"Saw VI","Canada",-113.64258,60.10867
"Saw VI","UK",-2.69531,54.75844
"Saw VI","Australia",135,-25
"A Serious Man","UK",-2.69531,54.75844
"A Serious Man","France",2,46
"The Fourth Kind","UK",-2.69531,54.75844
"The Men Who Stare at Goats","UK",-2.69531,54.75844
"Planet 51","Spain",-4,40
"Planet 51","UK",-2.69531,54.75844
"Ninja Assassin","Germany",10.5,51.5
"Avatar","UK",-2.69531,54.75844
"Sherlock Holmes","Germany",10.5,51.5
"Nine","Italy",12.83333,42.83333
"It's Complicated","Japan",139.75309,35.68536
"Daybreakers","Australia",135,-25
"The Young Victoria","UK",-2.69531,54.75844
"The Lovely Bones","UK",-2.69531,54.75844
"The Lovely Bones","New Zealand",174,-42
"An Education","UK",-2.69531,54.75844
"Ondine","Ireland",-8,53
"Chloe","Canada",-113.64258,60.10867
"Chloe","France",2,46
"The Perfect Game","Canada",-113.64258,60.10867
"The Perfect Game","Mexico",-102,23
"Oceans","France",2,46
"Oceans","Switzerland",8.01427,47.00016
"Oceans","Spain",-4,40
"Oceans","United Arab Emirates",54,24
"Cold Souls","France",2,46
"Princess Kaiulani","UK",-2.69531,54.75844
"Splice","Canada",-113.64258,60.10867
"Splice","France",2,46
"Mother and Child","Spain",-4,40
"Get Low","Germany",10.5,51.5
"Get Low","Poland",20,52
"Case 39","Canada",-113.64258,60.10867
"I Love You Phillip Morris","France",2,46
"Leonie","France",2,46
"Leonie","UK",-2.69531,54.75844
"Leonie","Australia",135,-25
"Leonie","Germany",10.5,51.5
"Leonie","Belgium",4,50.83333
"Leonie","Japan",139.75309,35.68536
"Leap Year","Ireland",-8,53
"Tooth Fairy","Canada",-113.64258,60.10867
"Edge of Darkness","UK",-2.69531,54.75844
"From Paris with Love","France",2,46
"Percy Jackson & the Olympians: The Lightning Thief","Canada",-113.64258,60.10867
"Percy Jackson & the Olympians: The Lightning Thief","UK",-2.69531,54.75844
"The Crazies","United Arab Emirates",54,24
"Green Zone","France",2,46
"Green Zone","Spain",-4,40
"Green Zone","UK",-2.69531,54.75844
"Repo Men","Canada",-113.64258,60.10867
"The Extraordinary Adventures of Ad�le Blanc-Sec","France",2,46
"Kick-Ass","UK",-2.69531,54.75844
"Furry Vengeance","United Arab Emirates",54,24
"Robin Hood","UK",-2.69531,54.75844
"The Killer Inside Me","Sweden",15,62
"The Killer Inside Me","UK",-2.69531,54.75844
"The Killer Inside Me","Canada",-113.64258,60.10867
"The Karate Kid","China",105,35
"Inception","UK",-2.69531,54.75844
"Charlie St. Cloud","Canada",-113.64258,60.10867
"Cats & Dogs: The Revenge of Kitty Galore","Australia",135,-25
"Twelve","France",2,46
"Scott Pilgrim vs. the World","UK",-2.69531,54.75844
"Scott Pilgrim vs. the World","Canada",-113.64258,60.10867
"Scott Pilgrim vs. the World","Japan",139.75309,35.68536
"Nanny McPhee Returns","UK",-2.69531,54.75844
"Nanny McPhee Returns","France",2,46
"The Last Exorcism","France",2,46
"The American","UK",-2.69531,54.75844
"Resident Evil: Afterlife","Germany",10.5,51.5
"Resident Evil: Afterlife","France",2,46
"Resident Evil: Afterlife","Canada",-113.64258,60.10867
"Alpha and Omega","India",77,20
"Alpha and Omega","Canada",-113.64258,60.10867
"Legend of the Guardians: The Owls of Ga'Hoole","Australia",135,-25
"Let Me In","UK",-2.69531,54.75844
"Never Let Me Go","UK",-2.69531,54.75844
"Buried","Spain",-4,40
"Buried","France",2,46
"Exporting Raymond","Russia",100,60
"You Will Meet a Tall Dark Stranger","Spain",-4,40
"Saw 3D: The Final Chapter","Canada",-113.64258,60.10867
"Senna","UK",-2.69531,54.75844
"Senna","France",2,46
"Senna","Brazil",-55,-10
"Harry Potter and the Deathly Hallows: Part 1","UK",-2.69531,54.75844
"The Way","Spain",-4,40
"The Next Three Days","France",2,46
"London Boulevard","UK",-2.69531,54.75844
"Fair Game","United Arab Emirates",54,24
"Tucker and Dale vs. Evil","Canada",-113.64258,60.10867
"Tucker and Dale vs. Evil","India",77,20
"Tucker and Dale vs. Evil","UK",-2.69531,54.75844
"The Tourist","France",2,46
"The Tourist","Italy",12.83333,42.83333
"Yogi Bear","New Zealand",174,-42
"The King's Speech","UK",-2.69531,54.75844
"The King's Speech","Australia",135,-25
"The Last Godfather","South Korea",127.5,37
"Love Ranch","Germany",10.5,51.5
"Somewhere","UK",-2.69531,54.75844
"Somewhere","Italy",12.83333,42.83333
"Somewhere","Japan",139.75309,35.68536
"The Way Back","United Arab Emirates",54,24
"The Way Back","Poland",20,52
"The Extra Man","France",2,46
"127 Hours","UK",-2.69531,54.75844
"The Company Men","UK",-2.69531,54.75844
"Last Night","France",2,46
"Submarine","UK",-2.69531,54.75844
"Insidious","Canada",-113.64258,60.10867
"Wrecked","Canada",-113.64258,60.10867
"The First Grader","UK",-2.69531,54.75844
"The First Grader","Kenya",38,1
"Don't Be Afraid of the Dark","Australia",135,-25
"Don't Be Afraid of the Dark","Mexico",-102,23
"The Debt","UK",-2.69531,54.75844
"The Debt","Hungary",20,47
"The Debt","Israel",34.75,31.5
"Cave of Forgotten Dreams","Canada",-113.64258,60.10867
"Cave of Forgotten Dreams","France",2,46
"Cave of Forgotten Dreams","Germany",10.5,51.5
"Cave of Forgotten Dreams","UK",-2.69531,54.75844
"The Whistleblower","Germany",10.5,51.5
"The Whistleblower","Canada",-113.64258,60.10867
"Beautiful Boy","Canada",-113.64258,60.10867
"Welcome to the Rileys","UK",-2.69531,54.75844
"Bringing Up Bobby","Netherlands",5.75,52.5
"Bringing Up Bobby","UK",-2.69531,54.75844
"Life in a Day","UK",-2.69531,54.75844
"The Rite","Hungary",20,47
"The Rite","Italy",12.83333,42.83333
"From Prada to Nada","Mexico",-102,23
"Sanctum","Australia",135,-25
"The Eagle","UK",-2.69531,54.75844
"The Eagle","Hungary",20,47
"Gnomeo & Juliet","UK",-2.69531,54.75844
"The Last Lions","Botswana",24,-22
"Take Me Home Tonight","Germany",10.5,51.5
"Red Riding Hood","Canada",-113.64258,60.10867
"Paul","UK",-2.69531,54.75844
"There Be Dragons","Spain",-4,40
"Sucker Punch","Canada",-113.64258,60.10867
"Source Code","Canada",-113.64258,60.10867
"Hanna","UK",-2.69531,54.75844
"Hanna","Germany",10.5,51.5
"Jane Eyre","UK",-2.69531,54.75844
"The Beaver","United Arab Emirates",54,24
"Pirates of the Caribbean: On Stranger Tides","UK",-2.69531,54.75844
"The Ledge","Germany",10.5,51.5
"The Ledge","Saudi Arabia",45,25
"X-Men: First Class","UK",-2.69531,54.75844
"Midnight in Paris","Spain",-4,40
"Midnight in Paris","France",2,46
"Snow Flower and the Secret Fan","China",105,35
"Monte Carlo","Hungary",20,47
"Harry Potter and the Deathly Hallows: Part 2","UK",-2.69531,54.75844
"The Help","India",77,20
"The Help","United Arab Emirates",54,24
"Project Nim","UK",-2.69531,54.75844
"30 Minutes or Less","Germany",10.5,51.5
"30 Minutes or Less","Canada",-113.64258,60.10867
"Final Destination 5","Canada",-113.64258,60.10867
"The Future","Germany",10.5,51.5
"The Future","France",2,46
"One Day","UK",-2.69531,54.75844
"Colombiana","France",2,46
"The Family Tree","Australia",135,-25
"Apollo 18","Canada",-113.64258,60.10867
"Contagion","United Arab Emirates",54,24
"Dream House","Canada",-113.64258,60.10867
"Intruders","UK",-2.69531,54.75844
"Intruders","Spain",-4,40
"Real Steel","India",77,20
"The Thing","Canada",-113.64258,60.10867
"The Three Musketeers","Germany",10.5,51.5
"The Three Musketeers","France",2,46
"The Three Musketeers","UK",-2.69531,54.75844
"We Need to Talk About Kevin","UK",-2.69531,54.75844
"Johnny English Reborn","France",2,46
"Johnny English Reborn","UK",-2.69531,54.75844
"Trespass","Bulgaria",25,43
"Anonymous","UK",-2.69531,54.75844
"Anonymous","Germany",10.5,51.5
"Arthur Christmas","UK",-2.69531,54.75844
"The Deep Blue Sea","UK",-2.69531,54.75844
"The Girl with the Dragon Tattoo","Sweden",15,62
"The Girl with the Dragon Tattoo","Norway",10,62
"Mission: Impossible - Ghost Protocol","United Arab Emirates",54,24
"Mission: Impossible - Ghost Protocol","Czech Republic",15,49.75
"The Adventures of Tintin","New Zealand",174,-42
"My Week with Marilyn","UK",-2.69531,54.75844
"War Horse","UK",-2.69531,54.75844
"Haywire","Ireland",-8,53
"The Artist","France",2,46
"The Artist","Belgium",4,50.83333
"Circumstance","France",2,46
"Circumstance","Iran",53,32
"Ghost Rider: Spirit of Vengeance","United Arab Emirates",54,24
"Albert Nobbs","UK",-2.69531,54.75844
"Albert Nobbs","Ireland",-8,53
"Albert Nobbs","France",2,46
"Goon","Canada",-113.64258,60.10867
"Silent House","France",2,46
"Into the Abyss","UK",-2.69531,54.75844
"Into the Abyss","Germany",10.5,51.5
